,Unnamed: 0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,Unnamed: 0,target
16212084,16212084,2021-07-27 20:20:40.094917+00:00,x,y,2021-08-02 14:00:00+00:00,2021-08-02 16:00:00+00:00,gamma,True,20.0,2,c-4,16212084,12045.0
911536,911536,2021-01-26 18:54:18.908115+00:00,x,y,2021-02-05 05:00:00+00:00,2021-02-05 07:00:00+00:00,gamma,True,32.0,1,c-2,911536,9150.0
12905016,12905016,2021-07-05 10:08:01.471443+00:00,x,y,2021-07-31 07:00:00+00:00,2021-07-31 09:00:00+00:00,alpha,True,15.0,1,a-5,12905016,9045.0
19338318,19338318,2021-08-15 21:33:30.617909+00:00,x,y,2021-08-18 16:00:00+00:00,2021-08-18 18:00:00+00:00,alpha,True,20.0,1,a-23,19338318,10545.0
9959714,9959714,2021-06-15 09:25:49.177315+00:00,x,y,2021-08-04 07:00:00+00:00,2021-08-04 09:00:00+00:00,alpha,True,35.0,1,a-5,9959714,7124.0
16928543,16928543,2021-08-02 23:25:06.138582+00:00,x,y,2021-08-05 10:00:00+00:00,2021-08-05 12:00:00+00:00,gamma,True,20.0,1,c-2,16928543,8525.0
13438110,13438110,2021-07-08 06:58:55.155900+00:00,x,y,2021-07-25 09:45:00+00:00,2021-07-25 11:45:00+00:00,gamma,True,20.0,1,c-2,13438110,21150.0
1200241,1200241,2021-02-02 20:14:26.206073+00:00,x,y,2021-02-22 05:15:00+00:00,2021-02-22 07:25:00+00:00,alpha,True,0.0,0,a-1,1200241,8739.0
7007361,7007361,2021-05-17 09:22:03.380528+00:00,x,y,2021-05-18 13:00:00+00:00,2021-05-18 15:00:00+00:00,alpha,True,35.0,1,a-5,7007361,7397.0
7789745,7789745,2021-05-26 08:48:41.172990+00:00,x,y,2021-05-26 16:00:00+00:00,2021-05-26 18:00:00+00:00,alpha,True,15.0,1,a-7,7789745,8962.0
15053769,15053769,2021-07-19 07:48:58.096803+00:00,x,y,2021-07-25 13:00:00+00:00,2021-07-25 15:00:00+00:00,alpha,True,15.0,1,a-9,15053769,18945.0
2170009,2170009,2021-02-26 08:05:17.539803+00:00,x,y,2021-02-27 11:00:00+00:00,2021-02-27 13:00:00+00:00,gamma,True,20.0,1,c-4,2170009,12500.0
16270887,16270887,2021-07-28 10:06:32.062236+00:00,x,y,2021-07-29 14:00:00+00:00,2021-07-29 15:55:00+00:00,beta,True,40.0,0,b-9,16270887,13140.0
1925036,1925036,2021-02-20 05:09:07.767296+00:00,x,y,2021-02-24 13:00:00+00:00,2021-02-24 15:00:00+00:00,alpha,True,35.0,1,a-5,1925036,12500.0
16400050,16400050,2021-07-29 11:19:08.090737+00:00,x,y,2021-07-31 07:00:00+00:00,2021-07-31 09:00:00+00:00,alpha,True,15.0,1,a-5,16400050,12945.0
16515045,16515045,2021-07-30 10:23:21.903666+00:00,x,y,2021-07-31 10:00:00+00:00,2021-07-31 12:00:00+00:00,gamma,True,20.0,2,c-2,16515045,19105.0
4442369,4442369,2021-04-09 13:47:00.465017+00:00,x,y,2021-04-20 15:30:00+00:00,2021-04-20 17:30:00+00:00,alpha,True,35.0,1,a-7,4442369,8605.0
4845588,4845588,2021-04-19 14:03:55.182120+00:00,x,y,2021-05-06 05:00:00+00:00,2021-05-06 07:00:00+00:00,gamma,True,20.0,2,c-2,4845588,8640.0
13775164,13775164,2021-07-10 09:23:27.168847+00:00,x,y,2021-07-17 04:00:00+00:00,2021-07-17 06:00:00+00:00,alpha,True,15.0,1,a-1,13775164,12945.0
10985113,10985113,2021-06-23 18:56:41.946346+00:00,x,y,2021-07-06 14:00:00+00:00,2021-07-06 16:00:00+00:00,gamma,True,20.0,1,c-4,10985113,6900.0
13864688,13864688,2021-07-10 20:24:09.450442+00:00,x,y,2021-07-16 11:00:00+00:00,2021-07-16 12:55:00+00:00,beta,True,40.0,0,b-69,13864688,17630.0
11536516,11536516,2021-06-27 18:19:44.572937+00:00,x,y,2021-07-14 17:00:00+00:00,2021-07-14 18:59:00+00:00,gamma,True,20.0,2,c-6,11536516,9100.0
6250103,6250103,2021-05-05 20:45:01.188874+00:00,x,y,2021-05-09 11:00:00+00:00,2021-05-09 13:00:00+00:00,gamma,True,20.0,2,c-4,6250103,8390.0
17302209,17302209,2021-08-05 21:35:52.147742+00:00,x,y,2021-08-07 11:00:00+00:00,2021-08-07 12:55:00+00:00,beta,True,40.0,0,b-69,17302209,15740.0
12723000,12723000,2021-07-04 11:36:32.641368+00:00,x,y,2021-08-04 14:00:00+00:00,2021-08-04 15:55:00+00:00,beta,True,40.0,0,b-9,12723000,8140.0
2310039,2310039,2021-02-28 08:52:18.341949+00:00,x,y,2021-03-14 16:00:00+00:00,2021-03-14 18:10:00+00:00,alpha,True,35.0,1,a-7,2310039,10232.0
7653822,7653822,2021-05-24 12:38:57.229734+00:00,x,y,2021-05-25 05:00:00+00:00,2021-05-25 07:00:00+00:00,gamma,True,20.0,1,c-2,7653822,8025.0
5670753,5670753,2021-04-27 13:03:16.537553+00:00,x,y,2021-05-29 15:30:00+00:00,2021-05-29 17:30:00+00:00,alpha,True,15.0,1,a-7,5670753,7796.0
451871,451871,2021-01-13 17:07:20.280558+00:00,x,y,2021-01-17 05:15:00+00:00,2021-01-17 07:25:00+00:00,alpha,True,0.0,0,a-1,451871,8739.0
296423,296423,2021-01-09 03:10:48.483043+00:00,x,y,2021-01-15 11:00:00+00:00,2021-01-15 13:00:00+00:00,gamma,True,32.0,2,c-4,296423,10400.0
7560483,7560483,2021-05-23 11:50:01.008327+00:00,x,y,2021-07-08 05:00:00+00:00,2021-07-08 07:00:00+00:00,alpha,True,35.0,1,a-1,7560483,7520.0
20633126,20633126,2021-08-23 14:28:06.832599+00:00,x,y,2021-08-26 16:00:00+00:00,2021-08-26 18:00:00+00:00,alpha,True,15.0,1,a-23,20633126,11245.0
7840060,7840060,2021-05-27 03:09:55.732591+00:00,x,y,2021-05-31 11:00:00+00:00,2021-05-31 12:55:00+00:00,beta,True,20.0,0,b-69,7840060,7751.0
13246575,13246575,2021-07-07 05:35:52.392817+00:00,x,y,2021-07-19 05:00:00+00:00,2021-07-19 06:55:00+00:00,beta,True,40.0,0,b-1,13246575,9100.0
2389219,2389219,2021-03-01 10:25:30.070064+00:00,x,y,2021-03-06 05:00:00+00:00,2021-03-06 06:55:00+00:00,beta,True,20.0,0,b-1,2389219,6944.0
17966441,17966441,2021-08-09 14:05:16.440579+00:00,x,y,2021-08-22 10:00:00+00:00,2021-08-22 12:00:00+00:00,alpha,True,20.0,1,a-7,17966441,14645.0
5544732,5544732,2021-04-25 22:01:16.318444+00:00,x,y,2021-05-01 05:00:00+00:00,2021-05-01 06:55:00+00:00,beta,True,20.0,0,b-1,5544732,6765.0
18878634,18878634,2021-08-13 12:20:12.361153+00:00,x,y,2021-08-23 13:00:00+00:00,2021-08-23 15:00:00+00:00,alpha,True,20.0,1,a-9,18878634,12645.0
17894717,17894717,2021-08-09 07:54:28.061622+00:00,x,y,2021-08-10 07:00:00+00:00,2021-08-10 09:00:00+00:00,alpha,True,15.0,1,a-5,17894717,11245.0
2604422,2604422,2021-03-04 14:11:39.743163+00:00,x,y,2021-03-23 17:00:00+00:00,2021-03-23 18:59:00+00:00,gamma,True,0.0,0,c-6,2604422,9280.0
3970811,3970811,2021-03-28 13:49:22.318032+00:00,x,y,2021-03-31 15:30:00+00:00,2021-03-31 17:30:00+00:00,alpha,True,15.0,1,a-7,3970811,9798.0
15835618,15835618,2021-07-25 10:17:42.216932+00:00,x,y,2021-07-26 10:00:00+00:00,2021-07-26 12:00:00+00:00,alpha,True,35.0,1,a-7,15835618,17745.0
13949304,13949304,2021-07-11 11:24:50.998896+00:00,x,y,2021-08-02 09:45:00+00:00,2021-08-02 11:45:00+00:00,gamma,True,20.0,2,c-2,13949304,13560.0
3268034,3268034,2021-03-14 19:15:11.343058+00:00,x,y,2021-03-31 13:30:00+00:00,2021-03-31 15:30:00+00:00,alpha,True,15.0,1,a-5,3268034,9798.0
9596524,9596524,2021-06-12 18:42:06.370339+00:00,x,y,2021-06-18 11:00:00+00:00,2021-06-18 12:55:00+00:00,beta,True,20.0,0,b-69,9596524,6522.0
3370065,3370065,2021-03-16 13:06:37.409143+00:00,x,y,2021-03-20 15:30:00+00:00,2021-03-20 17:30:00+00:00,alpha,True,15.0,1,a-7,3370065,9798.0
12636684,12636684,2021-07-04 01:03:18.519547+00:00,x,y,2021-07-18 14:00:00+00:00,2021-07-18 16:00:00+00:00,gamma,True,20.0,1,c-4,12636684,14065.0
20513568,20513568,2021-08-22 18:21:33.778932+00:00,x,y,2021-11-20 10:00:00+00:00,2021-11-20 12:00:00+00:00,gamma,True,20.0,2,c-2,20513568,10530.0
10269314,10269314,2021-06-17 21:39:09.507225+00:00,x,y,2021-06-22 04:00:00+00:00,2021-06-22 06:00:00+00:00,alpha,True,15.0,1,a-1,10269314,6531.0
19601774,19601774,2021-08-17 10:42:11.127738+00:00,x,y,2021-08-19 10:00:00+00:00,2021-08-19 12:00:00+00:00,gamma,True,20.0,2,c-2,19601774,16075.0
20139281,20139281,2021-08-20 09:55:59.476321+00:00,x,y,2021-08-28 07:00:00+00:00,2021-08-28 09:00:00+00:00,alpha,True,15.0,1,a-5,20139281,8300.0
10422617,10422617,2021-06-19 08:12:53.980465+00:00,x,y,2021-07-01 10:00:00+00:00,2021-07-01 12:00:00+00:00,alpha,True,15.0,1,a-7,10422617,7900.0
9048545,9048545,2021-06-07 23:49:30.707586+00:00,x,y,2021-06-20 07:00:00+00:00,2021-06-20 09:00:00+00:00,alpha,True,15.0,1,a-5,9048545,9403.0
12995402,12995402,2021-07-05 18:25:05.288571+00:00,x,y,2021-07-27 11:00:00+00:00,2021-07-27 12:55:00+00:00,beta,True,40.0,0,b-69,12995402,8140.0
8297044,8297044,2021-05-31 20:07:26.886525+00:00,x,y,2021-06-03 05:00:00+00:00,2021-06-03 07:00:00+00:00,gamma,True,20.0,2,c-2,8297044,11900.0
13520593,13520593,2021-07-08 16:13:13.546938+00:00,x,y,2021-07-13 04:00:00+00:00,2021-07-13 06:00:00+00:00,alpha,True,15.0,1,a-1,13520593,14945.0
6348749,6348749,2021-05-07 10:53:04.256271+00:00,x,y,2021-05-23 15:30:00+00:00,2021-05-23 17:30:00+00:00,alpha,True,15.0,1,a-7,6348749,7796.0
6739371,6739371,2021-05-13 17:54:56.730124+00:00,x,y,2021-05-16 05:00:00+00:00,2021-05-16 07:00:00+00:00,alpha,True,35.0,1,a-1,6739371,8132.0
6199025,6199025,2021-05-05 05:55:33.387867+00:00,x,y,2021-05-17 05:00:00+00:00,2021-05-17 07:00:00+00:00,gamma,True,20.0,1,c-2,6199025,7390.0
10068537,10068537,2021-06-16 07:42:31.654280+00:00,x,y,2021-07-05 16:00:00+00:00,2021-07-05 18:00:00+00:00,alpha,True,35.0,1,a-23,10068537,7124.0
1810970,1810970,2021-02-17 10:40:23.161152+00:00,x,y,2021-04-18 11:00:00+00:00,2021-04-18 13:00:00+00:00,gamma,True,20.0,1,c-4,1810970,12500.0
160849,160849,2021-01-05 02:07:17.350237+00:00,x,y,2021-01-05 13:00:00+00:00,2021-01-05 15:00:00+00:00,alpha,True,0.0,0,a-5,160849,8739.0
14135803,14135803,2021-07-12 15:16:25.697142+00:00,x,y,2021-08-05 10:00:00+00:00,2021-08-05 12:00:00+00:00,alpha,True,15.0,1,a-7,14135803,9045.0
5260965,5260965,2021-04-22 17:02:00.044518+00:00,x,y,2021-05-24 11:00:00+00:00,2021-05-24 13:00:00+00:00,gamma,True,20.0,1,c-4,5260965,8145.0
938057,938057,2021-01-27 13:23:51.639025+00:00,x,y,2021-05-20 17:00:00+00:00,2021-05-20 18:59:00+00:00,gamma,True,32.0,1,c-6,938057,9150.0
6156501,6156501,2021-05-04 14:37:38.234082+00:00,x,y,2021-05-19 17:00:00+00:00,2021-05-19 18:59:00+00:00,gamma,True,20.0,2,c-6,6156501,9650.0
6180569,6180569,2021-05-04 21:02:43.676166+00:00,x,y,2021-05-16 05:00:00+00:00,2021-05-16 07:00:00+00:00,gamma,True,20.0,1,c-2,6180569,7390.0
12080910,12080910,2021-07-01 02:02:00.176308+00:00,x,y,2021-07-18 17:00:00+00:00,2021-07-18 18:59:00+00:00,gamma,True,20.0,2,c-6,12080910,11425.0
9026940,9026940,2021-06-07 17:53:56.128134+00:00,x,y,2021-06-10 07:00:00+00:00,2021-06-10 09:00:00+00:00,alpha,True,35.0,1,a-5,9026940,9707.0
13962764,13962764,2021-07-11 12:53:02.792932+00:00,x,y,2021-07-12 13:00:00+00:00,2021-07-12 15:00:00+00:00,alpha,True,35.0,1,a-9,13962764,22445.0
2212802,2212802,2021-02-26 20:54:55.344909+00:00,x,y,2021-03-24 05:00:00+00:00,2021-03-24 07:00:00+00:00,gamma,True,20.0,2,c-2,2212802,8890.0
16954369,16954369,2021-08-03 08:34:31.208292+00:00,x,y,2021-08-04 10:00:00+00:00,2021-08-04 12:00:00+00:00,gamma,True,20.0,2,c-2,16954369,8500.0
18188085,18188085,2021-08-10 12:13:37.713346+00:00,x,y,2021-09-20 13:00:00+00:00,2021-09-20 15:00:00+00:00,alpha,True,20.0,1,a-9,18188085,7524.0
2872247,2872247,2021-03-09 03:16:54.786727+00:00,x,y,2021-03-10 15:30:00+00:00,2021-03-10 17:30:00+00:00,alpha,True,35.0,1,a-7,2872247,8027.0
3336134,3336134,2021-03-15 21:58:16.204612+00:00,x,y,2021-04-03 05:00:00+00:00,2021-04-03 07:00:00+00:00,alpha,True,15.0,1,a-1,3336134,9798.0
6298505,6298505,2021-05-06 15:31:45.884786+00:00,x,y,2021-05-21 15:30:00+00:00,2021-05-21 17:30:00+00:00,alpha,True,15.0,1,a-7,6298505,7796.0
1859314,1859314,2021-02-18 11:18:39.411962+00:00,x,y,2021-03-06 16:00:00+00:00,2021-03-06 18:10:00+00:00,alpha,True,35.0,1,a-7,1859314,12500.0
19467851,19467851,2021-08-16 16:04:07.780513+00:00,x,y,2021-08-22 07:00:00+00:00,2021-08-22 09:00:00+00:00,alpha,True,15.0,1,a-5,19467851,18945.0
10932152,10932152,2021-06-23 11:31:45.708630+00:00,x,y,2021-06-26 11:00:00+00:00,2021-06-26 12:55:00+00:00,beta,True,40.0,0,b-69,10932152,12695.0
1029863,1029863,2021-01-29 17:35:30.664030+00:00,x,y,2021-03-18 16:00:00+00:00,2021-03-18 18:10:00+00:00,alpha,True,20.0,1,a-7,1029863,9799.0
17093817,17093817,2021-08-04 11:59:57.811959+00:00,x,y,2021-08-15 14:00:00+00:00,2021-08-15 15:55:00+00:00,beta,True,40.0,0,b-9,17093817,13270.0
11344880,11344880,2021-06-26 11:42:54.525638+00:00,x,y,2021-08-22 05:00:00+00:00,2021-08-22 06:55:00+00:00,beta,True,20.0,0,b-1,11344880,6396.0
7774759,7774759,2021-05-26 04:52:59.009112+00:00,x,y,2021-05-28 05:00:00+00:00,2021-05-28 07:00:00+00:00,gamma,True,20.0,1,c-2,7774759,8025.0
12827030,12827030,2021-07-04 22:05:32.700982+00:00,x,y,2021-07-22 07:00:00+00:00,2021-07-22 09:00:00+00:00,alpha,True,35.0,1,a-5,12827030,10545.0
16016924,16016924,2021-07-26 14:06:31.100716+00:00,x,y,2021-08-04 11:00:00+00:00,2021-08-04 12:55:00+00:00,beta,True,40.0,0,b-69,16016924,9220.0
6006105,6006105,2021-05-02 11:14:24.233854+00:00,x,y,2021-05-09 05:00:00+00:00,2021-05-09 07:00:00+00:00,alpha,True,15.0,1,a-1,6006105,5996.0
11673135,11673135,2021-06-28 16:03:56.342841+00:00,x,y,2021-07-17 14:45:00+00:00,2021-07-17 16:45:00+00:00,gamma,True,20.0,2,c-4,11673135,10025.0
11452997,11452997,2021-06-27 08:42:25.438516+00:00,x,y,2021-10-10 09:45:00+00:00,2021-10-10 11:45:00+00:00,gamma,True,20.0,1,c-2,11452997,9025.0
16274714,16274714,2021-07-28 10:36:56.818469+00:00,x,y,2021-08-06 16:00:00+00:00,2021-08-06 18:00:00+00:00,alpha,True,15.0,1,a-23,16274714,9045.0
3087702,3087702,2021-03-12 02:44:49.573189+00:00,x,y,2021-03-20 17:00:00+00:00,2021-03-20 18:59:00+00:00,gamma,True,20.0,1,c-6,3087702,9800.0
963532,963532,2021-01-28 06:47:09.090703+00:00,x,y,2021-01-31 16:00:00+00:00,2021-01-31 17:55:00+00:00,beta,True,35.0,0,b-19,963532,9564.0
8411738,8411738,2021-06-01 18:31:36.322485+00:00,x,y,2021-07-19 04:00:00+00:00,2021-07-19 06:00:00+00:00,alpha,True,15.0,1,a-1,8411738,9403.0
13413664,13413664,2021-07-08 02:44:05.489646+00:00,x,y,2021-07-25 16:00:00+00:00,2021-07-25 18:00:00+00:00,alpha,True,35.0,1,a-23,13413664,22445.0
19233129,19233129,2021-08-15 10:56:18.584512+00:00,x,y,2021-08-22 17:00:00+00:00,2021-08-22 18:59:00+00:00,gamma,True,20.0,2,c-6,19233129,23130.0
1015935,1015935,2021-01-29 11:46:49.016733+00:00,x,y,2021-02-10 17:00:00+00:00,2021-02-10 18:59:00+00:00,gamma,True,32.0,1,c-6,1015935,9405.0
8767542,8767542,2021-06-05 04:35:06.088775+00:00,x,y,2021-06-06 16:00:00+00:00,2021-06-06 18:00:00+00:00,alpha,True,35.0,1,a-23,8767542,23567.0
5435258,5435258,2021-04-24 14:12:44.702566+00:00,x,y,2021-05-06 05:00:00+00:00,2021-05-06 06:55:00+00:00,beta,True,20.0,0,b-1,5435258,6765.0
1882558,1882558,2021-02-19 00:38:37.517827+00:00,x,y,2021-03-20 11:00:00+00:00,2021-03-20 12:55:00+00:00,beta,True,20.0,0,b-69,1882558,11546.0
2936904,2936904,2021-03-10 03:20:36.409727+00:00,x,y,2021-03-16 11:00:00+00:00,2021-03-16 12:55:00+00:00,beta,True,20.0,0,b-69,2936904,7560.0
3955653,3955653,2021-03-28 07:30:40.947404+00:00,x,y,2021-03-30 15:30:00+00:00,2021-03-30 17:30:00+00:00,alpha,True,15.0,1,a-7,3955653,9798.0
6858607,6858607,2021-05-15 15:20:15.345942+00:00,x,y,2021-05-23 16:00:00+00:00,2021-05-23 18:00:00+00:00,alpha,True,15.0,1,a-7,6858607,8332.0
6111463,6111463,2021-05-03 23:11:29.119583+00:00,x,y,2021-05-15 14:00:00+00:00,2021-05-15 15:55:00+00:00,beta,True,40.0,0,b-9,6111463,9684.0
1705211,1705211,2021-02-15 08:20:04.630359+00:00,x,y,2021-03-31 05:00:00+00:00,2021-03-31 07:00:00+00:00,gamma,True,32.0,1,c-2,1705211,12500.0
13350455,13350455,2021-07-07 15:47:08.269060+00:00,x,y,2021-07-31 14:00:00+00:00,2021-07-31 16:00:00+00:00,gamma,True,20.0,2,c-4,13350455,13050.0
11734666,11734666,2021-06-29 03:18:45.456470+00:00,x,y,2021-07-13 10:00:00+00:00,2021-07-13 12:00:00+00:00,alpha,True,15.0,1,a-7,11734666,7900.0
16285275,16285275,2021-07-28 12:06:33.680376+00:00,x,y,2021-08-05 07:00:00+00:00,2021-08-05 09:00:00+00:00,alpha,True,15.0,1,a-5,16285275,9045.0
16587265,16587265,2021-07-30 21:59:33.675337+00:00,x,y,2021-08-02 17:00:00+00:00,2021-08-02 18:59:00+00:00,gamma,True,20.0,1,c-6,16587265,9785.0
14878283,14878283,2021-07-17 18:25:54.581953+00:00,x,y,2021-08-08 17:00:00+00:00,2021-08-08 18:59:00+00:00,gamma,True,20.0,1,c-6,14878283,12560.0
13718359,13718359,2021-07-09 20:42:28.390013+00:00,x,y,2021-07-20 09:45:00+00:00,2021-07-20 11:45:00+00:00,gamma,True,20.0,1,c-2,13718359,7765.0
13557334,13557334,2021-07-08 20:34:31.461891+00:00,x,y,2021-07-23 14:00:00+00:00,2021-07-23 15:55:00+00:00,beta,True,40.0,0,b-9,13557334,10890.0
13629680,13629680,2021-07-09 10:39:46.982214+00:00,x,y,2021-08-28 17:00:00+00:00,2021-08-28 18:59:00+00:00,gamma,True,20.0,2,c-6,13629680,11285.0
5997425,5997425,2021-05-02 08:42:30.543607+00:00,x,y,2021-05-13 05:00:00+00:00,2021-05-13 07:00:00+00:00,alpha,True,15.0,1,a-1,5997425,4990.0
13607171,13607171,2021-07-09 07:47:43.175400+00:00,x,y,2021-07-31 14:00:00+00:00,2021-07-31 15:55:00+00:00,beta,True,40.0,0,b-9,13607171,10890.0
663799,663799,2021-01-20 03:18:10.669167+00:00,x,y,2021-01-26 05:15:00+00:00,2021-01-26 07:25:00+00:00,alpha,True,20.0,1,a-1,663799,10227.0
13122881,13122881,2021-07-06 11:59:36.482650+00:00,x,y,2021-08-02 10:30:00+00:00,2021-08-02 12:25:00+00:00,beta,True,40.0,0,b-69,13122881,8130.0
9766573,9766573,2021-06-13 23:04:59.911178+00:00,x,y,2021-06-15 04:00:00+00:00,2021-06-15 06:00:00+00:00,alpha,True,15.0,1,a-1,9766573,6531.0
2270941,2270941,2021-02-27 16:38:48.045917+00:00,x,y,2021-03-02 05:15:00+00:00,2021-03-02 07:25:00+00:00,alpha,True,15.0,1,a-1,2270941,7502.0
4676273,4676273,2021-04-17 07:25:37.203625+00:00,x,y,2021-04-23 05:00:00+00:00,2021-04-23 07:00:00+00:00,alpha,True,15.0,1,a-1,4676273,7796.0
1571114,1571114,2021-02-12 08:58:25.465022+00:00,x,y,2021-02-13 14:00:00+00:00,2021-02-13 15:55:00+00:00,beta,True,35.0,0,b-9,1571114,9522.0
8846622,8846622,2021-06-05 20:23:33.067187+00:00,x,y,2021-06-07 04:00:00+00:00,2021-06-07 06:00:00+00:00,alpha,True,15.0,1,a-1,8846622,10006.0
14310747,14310747,2021-07-13 18:39:49.855407+00:00,x,y,2021-08-03 17:00:00+00:00,2021-08-03 18:59:00+00:00,gamma,True,20.0,1,c-6,14310747,12560.0
969189,969189,2021-01-28 09:14:49.199272+00:00,x,y,2021-01-30 13:00:00+00:00,2021-01-30 15:00:00+00:00,alpha,True,20.0,1,a-5,969189,10227.0
6107354,6107354,2021-05-03 21:30:21.227265+00:00,x,y,2021-05-11 05:00:00+00:00,2021-05-11 07:00:00+00:00,alpha,True,35.0,1,a-1,6107354,6495.0
9555848,9555848,2021-06-12 13:46:19.809277+00:00,x,y,2021-07-11 14:00:00+00:00,2021-07-11 16:00:00+00:00,gamma,True,20.0,2,c-4,9555848,7900.0
13251662,13251662,2021-07-07 06:08:45.771975+00:00,x,y,2021-07-20 14:00:00+00:00,2021-07-20 15:55:00+00:00,beta,True,20.0,0,b-9,13251662,7200.0
18331264,18331264,2021-08-10 21:13:46.949310+00:00,x,y,2021-08-25 11:00:00+00:00,2021-08-25 12:55:00+00:00,beta,True,20.0,0,b-69,18331264,6910.0
8684013,8684013,2021-06-04 08:56:55.508715+00:00,x,y,2021-07-03 04:00:00+00:00,2021-07-03 06:00:00+00:00,alpha,True,35.0,1,a-1,8684013,9707.0
2018303,2018303,2021-02-22 12:05:25.597792+00:00,x,y,2021-02-24 13:00:00+00:00,2021-02-24 15:00:00+00:00,alpha,True,15.0,1,a-5,2018303,12495.0
19751861,19751861,2021-08-18 07:18:40.165851+00:00,x,y,2021-08-18 10:00:00+00:00,2021-08-18 12:00:00+00:00,gamma,True,20.0,2,c-2,19751861,17090.0
14353242,14353242,2021-07-14 04:41:34.227742+00:00,x,y,2021-09-26 10:00:00+00:00,2021-09-26 12:00:00+00:00,gamma,True,20.0,2,c-2,14353242,13560.0
16416576,16416576,2021-07-29 13:52:09.335579+00:00,x,y,2021-08-10 04:00:00+00:00,2021-08-10 06:00:00+00:00,alpha,True,15.0,1,a-1,16416576,7524.0
1466490,1466490,2021-02-09 15:33:14.911531+00:00,x,y,2021-03-30 13:30:00+00:00,2021-03-30 15:30:00+00:00,alpha,True,20.0,1,a-5,1466490,9799.0
13486295,13486295,2021-07-08 12:07:24.969765+00:00,x,y,2021-07-23 16:00:00+00:00,2021-07-23 18:00:00+00:00,alpha,True,35.0,1,a-23,13486295,12645.0
1348883,1348883,2021-02-06 14:28:40.590474+00:00,x,y,2021-02-27 13:00:00+00:00,2021-02-27 15:00:00+00:00,alpha,True,0.0,0,a-5,1348883,8739.0
13026667,13026667,2021-07-05 22:11:39.335571+00:00,x,y,2021-07-10 09:45:00+00:00,2021-07-10 11:45:00+00:00,gamma,True,20.0,2,c-2,13026667,15065.0
7691970,7691970,2021-05-24 23:43:15.924568+00:00,x,y,2021-05-29 05:00:00+00:00,2021-05-29 07:00:00+00:00,alpha,True,15.0,1,a-1,7691970,7520.0
7120611,7120611,2021-05-18 13:44:32.403324+00:00,x,y,2021-06-05 14:00:00+00:00,2021-06-05 15:55:00+00:00,beta,True,20.0,0,b-9,7120611,6723.0
7299882,7299882,2021-05-20 13:57:57.248912+00:00,x,y,2021-05-29 11:00:00+00:00,2021-05-29 13:00:00+00:00,gamma,True,20.0,1,c-4,7299882,8025.0
5417449,5417449,2021-04-24 10:12:57.659922+00:00,x,y,2021-05-09 05:00:00+00:00,2021-05-09 07:00:00+00:00,gamma,True,20.0,1,c-2,5417449,7640.0
18392591,18392591,2021-08-11 06:48:17.340060+00:00,x,y,2021-08-23 17:05:00+00:00,2021-08-23 19:05:00+00:00,omega,True,20.0,1,d-5,18392591,11100.0
17075009,17075009,2021-08-04 09:23:16.703352+00:00,x,y,2021-08-04 14:00:00+00:00,2021-08-04 16:00:00+00:00,gamma,True,20.0,2,c-4,17075009,13050.0
18626185,18626185,2021-08-12 08:21:19.916973+00:00,x,y,2021-08-26 04:00:00+00:00,2021-08-26 06:00:00+00:00,alpha,True,15.0,1,a-1,18626185,6524.0
5661703,5661703,2021-04-27 10:42:48.583436+00:00,x,y,2021-05-12 05:00:00+00:00,2021-05-12 07:00:00+00:00,alpha,True,35.0,1,a-1,5661703,10442.0
9405849,9405849,2021-06-11 12:20:18.572238+00:00,x,y,2021-06-21 11:00:00+00:00,2021-06-21 13:00:00+00:00,gamma,True,20.0,1,c-4,9405849,10900.0
9201253,9201253,2021-06-09 11:57:48.191358+00:00,x,y,2021-06-11 05:00:00+00:00,2021-06-11 07:00:00+00:00,gamma,True,20.0,1,c-2,9201253,10900.0
9870397,9870397,2021-06-14 15:32:27.269257+00:00,x,y,2021-06-25 17:00:00+00:00,2021-06-25 18:59:00+00:00,gamma,True,20.0,2,c-6,9870397,7900.0
4472154,4472154,2021-04-10 10:55:57.011965+00:00,x,y,2021-05-23 11:00:00+00:00,2021-05-23 13:00:00+00:00,gamma,True,20.0,2,c-4,4472154,9650.0
3574042,3574042,2021-03-20 07:00:42.774423+00:00,x,y,2021-03-29 05:00:00+00:00,2021-03-29 07:00:00+00:00,gamma,True,20.0,2,c-2,3574042,10800.0
9442341,9442341,2021-06-11 19:11:55.051134+00:00,x,y,2021-06-15 16:00:00+00:00,2021-06-15 18:00:00+00:00,alpha,True,35.0,1,a-23,9442341,10006.0
1982627,1982627,2021-02-21 15:48:12.167908+00:00,x,y,2021-02-27 11:00:00+00:00,2021-02-27 13:00:00+00:00,gamma,True,20.0,1,c-4,1982627,12500.0
8600700,8600700,2021-06-03 13:22:38.087239+00:00,x,y,2021-06-15 14:00:00+00:00,2021-06-15 15:55:00+00:00,beta,True,20.0,0,b-9,8600700,10036.0
10601073,10601073,2021-06-20 17:52:53.830223+00:00,x,y,2021-06-22 05:00:00+00:00,2021-06-22 06:55:00+00:00,beta,True,20.0,0,b-1,10601073,6375.0
20415167,20415167,2021-08-22 06:27:19.223523+00:00,x,y,2021-08-25 16:00:00+00:00,2021-08-25 18:00:00+00:00,alpha,True,20.0,1,a-23,20415167,12645.0
